lat;lon;U;V
55.14;19.29;-5.8;3.4
55.15;19.29;-5.81;3.41
55.15;19.29;-5.81;3.41
55.16;19.29;-5.82;3.41
55.17;19.29;-5.83;3.4
55.18;19.29;-5.83;3.4
55.19;19.29;-5.84;3.4
55.2;19.29;-5.85;3.4
55.21;19.29;-5.86;3.4
55.22;19.29;-5.86;3.4
55.23;19.29;-5.87;3.4
55.24;19.29;-5.88;3.4
55.24;19.29;-5.89;3.4
55.25;19.29;-5.9;3.4
55.26;19.29;-5.91;3.4
55.27;19.29;-5.92;3.4
55.28;19.29;-5.94;3.4
55.29;19.29;-5.95;3.4
55.3;19.29;-5.97;3.4
55.31;19.29;-5.99;3.4
55.32;19.29;-6.01;3.4
55.33;19.29;-6.04;3.4
55.33;19.29;-6.06;3.39
55.34;19.29;-6.1;3.38
55.35;19.29;-6.14;3.37
55.36;19.29;-6.18;3.34
55.37;19.29;-6.23;3.31
55.38;19.29;-6.3;3.27
55.39;19.29;-6.36;3.2
55.4;19.29;-6.44;3.12
55.41;19.29;-6.51;3.01
55.42;19.29;-6.57;2.85
55.42;19.29;-6.62;2.66
55.43;19.29;-6.61;2.4
55.44;19.29;-6.51;2.06
55.45;19.29;-6.21;1.63
55.46;19.29;-5.51;1.09
54.36;19.3;-3.77;0.59
54.37;19.3;-9.06;1.35
54.38;19.3;-8.95;1.71
54.39;19.3;-8.73;2.06
54.4;19.3;-8.48;2.38
54.41;19.3;-8.22;2.64
54.42;19.3;-7.96;2.86
54.43;19.3;-7.72;3.03
54.43;19.3;-7.5;3.17
54.44;19.3;-7.3;3.29
54.45;19.3;-7.12;3.37
54.46;19.3;-6.96;3.44
54.47;19.3;-6.82;3.48
54.48;19.3;-6.71;3.52
54.49;19.3;-6.61;3.54
54.5;19.3;-6.53;3.55
54.51;19.3;-6.46;3.56
54.52;19.3;-6.41;3.56
54.52;19.3;-6.36;3.55
54.53;19.3;-6.32;3.55
54.54;19.3;-6.29;3.54
54.55;19.3;-6.26;3.53
54.56;19.3;-6.23;3.53
54.57;19.3;-6.21;3.52
54.58;19.3;-6.18;3.51
54.59;19.3;-6.15;3.51
54.6;19.3;-6.13;3.5
54.61;19.3;-6.1;3.5
54.61;19.3;-6.08;3.5
54.62;19.3;-6.05;3.5
54.63;19.3;-6.03;3.5
54.64;19.3;-6;3.5
54.65;19.3;-5.97;3.5
54.66;19.3;-5.95;3.5
54.67;19.3;-5.92;3.5
54.68;19.3;-5.9;3.5
54.69;19.3;-5.87;3.5
54.7;19.3;-5.84;3.5
54.7;19.3;-5.81;3.5
54.71;19.3;-5.78;3.51
54.72;19.3;-5.75;3.51
54.73;19.3;-5.73;3.51
54.74;19.3;-5.7;3.51
54.75;19.3;-5.68;3.51
54.76;19.3;-5.66;3.51
54.77;19.3;-5.64;3.51
54.78;19.3;-5.62;3.51
54.79;19.3;-5.61;3.51
54.79;19.3;-5.6;3.51
54.8;19.3;-5.59;3.51
54.81;19.3;-5.58;3.51
54.82;19.3;-5.58;3.51
54.83;19.3;-5.58;3.51
54.84;19.3;-5.58;3.5
54.85;19.3;-5.59;3.5
54.86;19.3;-5.59;3.5
54.87;19.3;-5.6;3.49
54.88;19.3;-5.61;3.49
54.88;19.3;-5.62;3.49
54.89;19.3;-5.63;3.48
54.9;19.3;-5.64;3.48
54.91;19.3;-5.65;3.48
54.92;19.3;-5.66;3.48
54.93;19.3;-5.67;3.47
54.94;19.3;-5.68;3.47
54.95;19.3;-5.68;3.47
54.96;19.3;-5.68;3.47
54.97;19.3;-5.68;3.48
54.97;19.3;-5.68;3.48
54.98;19.3;-5.68;3.49
54.99;19.3;-5.68;3.49
55;19.3;-5.68;3.49
55.01;19.3;-5.68;3.5
55.02;19.3;-5.68;3.5
55.03;19.3;-5.69;3.5
55.04;19.3;-5.7;3.5
55.05;19.3;-5.71;3.49
55.06;19.3;-5.72;3.49
55.06;19.3;-5.73;3.49
55.07;19.3;-5.74;3.48
55.08;19.3;-5.75;3.48
55.09;19.3;-5.76;3.48
55.1;19.3;-5.77;3.48
55.11;19.3;-5.77;3.48
55.12;19.3;-5.78;3.47
55.13;19.3;-5.79;3.47
55.14;19.3;-5.8;3.47
55.15;19.3;-5.8;3.47
55.15;19.3;-5.81;3.47
55.16;19.3;-5.82;3.47
55.17;19.3;-5.82;3.47
55.18;19.3;-5.83;3.47
55.19;19.3;-5.83;3.47
55.2;19.3;-5.84;3.48
55.21;19.3;-5.84;3.48
55.22;19.3;-5.85;3.48
55.23;19.3;-5.86;3.48
55.24;19.3;-5.87;3.48
55.24;19.3;-5.87;3.48
55.25;19.3;-5.88;3.48
55.26;19.3;-5.9;3.48
55.27;19.3;-5.91;3.48
55.28;19.3;-5.92;3.48
55.29;19.3;-5.94;3.48
55.3;19.3;-5.95;3.48
55.31;19.3;-5.97;3.48
55.32;19.3;-5.99;3.48
55.33;19.3;-6.02;3.47
55.33;19.3;-6.05;3.47
55.34;19.3;-6.08;3.46
55.35;19.3;-6.12;3.44
55.36;19.3;-6.17;3.42
55.37;19.3;-6.22;3.39
55.38;19.3;-6.29;3.34
55.39;19.3;-6.36;3.28
55.4;19.3;-6.44;3.19
55.41;19.3;-6.51;3.07
55.42;19.3;-6.58;2.91
55.42;19.3;-6.63;2.71
55.43;19.3;-6.62;2.44
55.44;19.3;-6.52;2.1
55.45;19.3;-6.22;1.66
55.46;19.3;-5.52;1.1
54.37;19.32;-9.17;0.54
54.38;19.32;-8.99;1.39
54.39;19.32;-8.79;1.92
54.4;19.32;-8.55;2.31
54.41;19.32;-8.29;2.6
54.42;19.32;-8.04;2.83
54.43;19.32;-7.8;3.02
54.43;19.32;-7.57;3.17
54.44;19.32;-7.36;3.29
54.45;19.32;-7.17;3.38
54.46;19.32;-7.01;3.46
54.47;19.32;-6.87;3.51
54.48;19.32;-6.74;3.55
54.49;19.32;-6.64;3.58
54.5;19.32;-6.55;3.59
54.51;19.32;-6.48;3.6
54.52;19.32;-6.42;3.6
54.52;19.32;-6.37;3.6
54.53;19.32;-6.33;3.6
54.54;19.32;-6.29;3.59
54.55;19.32;-6.26;3.59
54.56;19.32;-6.23;3.58
54.57;19.32;-6.2;3.57
54.58;19.32;-6.17;3.57
54.59;19.32;-6.14;3.57
54.6;19.32;-6.12;3.56
54.61;19.32;-6.09;3.56
54.61;19.32;-6.07;3.56
54.62;19.32;-6.04;3.56
54.63;19.32;-6.01;3.56
54.64;19.32;-5.99;3.55
54.65;19.32;-5.96;3.55
54.66;19.32;-5.94;3.55
54.67;19.32;-5.92;3.55
54.68;19.32;-5.89;3.55
54.69;19.32;-5.86;3.55
54.7;19.32;-5.83;3.55
54.7;19.32;-5.8;3.56
54.71;19.32;-5.78;3.56
54.72;19.32;-5.75;3.56
54.73;19.32;-5.72;3.56
54.74;19.32;-5.7;3.56
54.75;19.32;-5.67;3.56
54.76;19.32;-5.65;3.56
54.77;19.32;-5.63;3.56
54.78;19.32;-5.61;3.57
54.79;19.32;-5.6;3.57
54.79;19.32;-5.58;3.57
54.8;19.32;-5.58;3.57
54.81;19.32;-5.57;3.57
54.82;19.32;-5.57;3.56
54.83;19.32;-5.57;3.56
54.84;19.32;-5.57;3.56
54.85;19.32;-5.57;3.56
54.86;19.32;-5.58;3.55
54.87;19.32;-5.58;3.55
54.88;19.32;-5.59;3.55
54.88;19.32;-5.6;3.54
54.89;19.32;-5.61;3.54
54.9;19.32;-5.63;3.54
54.91;19.32;-5.64;3.53
54.92;19.32;-5.65;3.53
54.93;19.32;-5.66;3.52
54.94;19.32;-5.67;3.52
54.95;19.32;-5.68;3.52
54.96;19.32;-5.68;3.52
54.97;19.32;-5.68;3.53
54.97;19.32;-5.68;3.53
54.98;19.32;-5.67;3.54
54.99;19.32;-5.67;3.54
55;19.32;-5.67;3.54
55.01;19.32;-5.67;3.55
55.02;19.32;-5.67;3.55
55.03;19.32;-5.68;3.55
55.04;19.32;-5.69;3.55
55.05;19.32;-5.7;3.54
55.06;19.32;-5.7;3.54
55.06;19.32;-5.71;3.54
55.07;19.32;-5.73;3.53
55.08;19.32;-5.74;3.53
55.09;19.32;-5.75;3.53
55.1;19.32;-5.76;3.53
55.11;19.32;-5.76;3.53
55.12;19.32;-5.77;3.53
55.13;19.32;-5.78;3.53
55.14;19.32;-5.79;3.52
55.15;19.32;-5.79;3.52
55.15;19.32;-5.8;3.52
55.16;19.32;-5.8;3.52
55.17;19.32;-5.81;3.53
55.18;19.32;-5.81;3.53
55.19;19.32;-5.82;3.53
55.2;19.32;-5.82;3.53
55.21;19.32;-5.82;3.53
55.22;19.32;-5.83;3.53
55.23;19.32;-5.84;3.53
55.24;19.32;-5.84;3.53
55.24;19.32;-5.85;3.53
55.25;19.32;-5.86;3.53
55.26;19.32;-5.87;3.53
55.27;19.32;-5.88;3.53
55.28;19.32;-5.9;3.53
55.29;19.32;-5.91;3.54
55.3;19.32;-5.93;3.54
55.31;19.32;-5.95;3.53
55.32;19.32;-5.97;3.53
55.33;19.32;-5.99;3.53
55.33;19.32;-6.02;3.53
55.34;19.32;-6.06;3.52
55.35;19.32;-6.1;3.5
55.36;19.32;-6.15;3.48
55.37;19.32;-6.21;3.44
55.38;19.32;-6.27;3.4
55.39;19.32;-6.35;3.33
55.4;19.32;-6.43;3.24
55.41;19.32;-6.5;3.12
55.42;19.32;-6.58;2.96
55.42;19.32;-6.62;2.74
55.43;19.32;-6.62;2.47
55.44;19.32;-6.52;2.12
55.45;19.32;-6.23;1.67
55.46;19.32;-5.53;1.11
54.37;19.34;-9;0.46
54.38;19.34;-9;1.24
54.39;19.34;-8.84;1.8
54.4;19.34;-8.61;2.22
54.41;19.34;-8.36;2.53
54.42;19.34;-8.11;2.78
54.43;19.34;-7.86;2.98
54.43;19.34;-7.63;3.14
54.44;19.34;-7.42;3.28
54.45;19.34;-7.23;3.38
54.46;19.34;-7.06;3.46
54.47;19.34;-6.91;3.53
54.48;19.34;-6.78;3.57
54.49;19.34;-6.67;3.61
54.5;19.34;-6.57;3.63
54.51;19.34;-6.5;3.63
54.52;19.34;-6.44;3.64
54.52;19.34;-6.38;3.64
54.53;19.34;-6.33;3.63
54.54;19.34;-6.29;3.63
54.55;19.34;-6.25;3.62
54.56;19.34;-6.22;3.62
54.57;19.34;-6.19;3.62
54.58;19.34;-6.16;3.61
54.59;19.34;-6.13;3.61
54.6;19.34;-6.1;3.61
54.61;19.34;-6.08;3.6
54.61;19.34;-6.05;3.6
54.62;19.34;-6.02;3.6
54.63;19.34;-6;3.6
54.64;19.34;-5.98;3.59
54.65;19.34;-5.95;3.59
54.66;19.34;-5.93;3.59
54.67;19.34;-5.91;3.59
54.68;19.34;-5.88;3.59
54.69;19.34;-5.86;3.59
54.7;19.34;-5.83;3.59
54.7;19.34;-5.8;3.59
54.71;19.34;-5.77;3.6
54.72;19.34;-5.74;3.6
54.73;19.34;-5.71;3.6
54.74;19.34;-5.68;3.6
54.75;19.34;-5.66;3.6
54.76;19.34;-5.64;3.6
54.77;19.34;-5.62;3.6
54.78;19.34;-5.6;3.6
54.79;19.34;-5.59;3.6
54.79;19.34;-5.57;3.6
54.8;19.34;-5.56;3.6
54.81;19.34;-5.56;3.6
54.82;19.34;-5.55;3.6
54.83;19.34;-5.55;3.6
54.84;19.34;-5.55;3.6
54.85;19.34;-5.56;3.6
54.86;19.34;-5.56;3.59
54.87;19.34;-5.57;3.59
54.88;19.34;-5.58;3.59
54.88;19.34;-5.59;3.58
54.89;19.34;-5.6;3.58
54.9;19.34;-5.61;3.57
54.91;19.34;-5.63;3.57
54.92;19.34;-5.64;3.57
54.93;19.34;-5.65;3.56
54.94;19.34;-5.66;3.56
54.95;19.34;-5.67;3.56
54.96;19.34;-5.68;3.56
54.97;19.34;-5.68;3.56
54.97;19.34;-5.67;3.56
54.98;19.34;-5.67;3.57
54.99;19.34;-5.66;3.57
55;19.34;-5.66;3.58
55.01;19.34;-5.66;3.58
55.02;19.34;-5.66;3.58
55.03;19.34;-5.67;3.58
55.04;19.34;-5.67;3.58
55.05;19.34;-5.68;3.58
55.06;19.34;-5.69;3.58
55.06;19.34;-5.7;3.57
55.07;19.34;-5.71;3.57
55.08;19.34;-5.72;3.57
55.09;19.34;-5.73;3.57
55.1;19.34;-5.74;3.56
55.11;19.34;-5.75;3.56
55.12;19.34;-5.76;3.56
55.13;19.34;-5.77;3.56
55.14;19.34;-5.77;3.56
55.15;19.34;-5.78;3.56
55.15;19.34;-5.78;3.56
55.16;19.34;-5.79;3.56
55.17;19.34;-5.79;3.56
55.18;19.34;-5.79;3.57
55.19;19.34;-5.79;3.57
55.2;19.34;-5.8;3.57
55.21;19.34;-5.8;3.57
55.22;19.34;-5.8;3.57
55.23;19.34;-5.81;3.57
55.24;19.34;-5.82;3.57
55.24;19.34;-5.82;3.57
55.25;19.34;-5.83;3.57
55.26;19.34;-5.84;3.58
55.27;19.34;-5.85;3.58
55.28;19.34;-5.87;3.58
55.29;19.34;-5.88;3.58
55.3;19.34;-5.9;3.58
55.31;19.34;-5.92;3.58
55.32;19.34;-5.94;3.57
55.33;19.34;-5.97;3.57
55.33;19.34;-6;3.57
55.34;19.34;-6.03;3.56
55.35;19.34;-6.07;3.54
55.36;19.34;-6.13;3.52
55.37;19.34;-6.18;3.48
55.38;19.34;-6.25;3.44
55.39;19.34;-6.33;3.37
55.4;19.34;-6.41;3.27
55.41;19.34;-6.49;3.15
55.42;19.34;-6.57;2.99
55.42;19.34;-6.62;2.77
55.43;19.34;-6.62;2.49
55.44;19.34;-6.52;2.14
55.45;19.34;-6.22;1.68
55.46;19.34;-5.52;1.12
54.37;19.35;-8.34;0.41
54.38;19.35;-8.95;1.16
54.39;19.35;-8.88;1.72
54.4;19.35;-8.67;2.13
54.41;19.35;-8.42;2.45
54.42;19.35;-8.17;2.71
54.43;19.35;-7.93;2.93
54.43;19.35;-7.7;3.1
54.44;19.35;-7.49;3.25
54.45;19.35;-7.29;3.36
54.46;19.35;-7.11;3.46
54.47;19.35;-6.95;3.53
54.48;19.35;-6.81;3.58
54.49;19.35;-6.69;3.62
54.5;19.35;-6.6;3.64
54.51;19.35;-6.52;3.65
54.52;19.35;-6.45;3.66
54.52;19.35;-6.39;3.66
54.53;19.35;-6.34;3.66
54.54;19.35;-6.29;3.66
54.55;19.35;-6.25;3.65
54.56;19.35;-6.21;3.65
54.57;19.35;-6.18;3.65
54.58;19.35;-6.15;3.64
54.59;19.35;-6.12;3.64
54.6;19.35;-6.09;3.64
54.61;19.35;-6.06;3.63
54.61;19.35;-6.04;3.63
54.62;19.35;-6.01;3.63
54.63;19.35;-5.99;3.63
54.64;19.35;-5.97;3.62
54.65;19.35;-5.95;3.62
54.66;19.35;-5.92;3.62
54.67;19.35;-5.9;3.62
54.68;19.35;-5.88;3.61
54.69;19.35;-5.85;3.62
54.7;19.35;-5.82;3.62
54.7;19.35;-5.79;3.62
54.71;19.35;-5.76;3.62
54.72;19.35;-5.73;3.62
54.73;19.35;-5.7;3.62
54.74;19.35;-5.68;3.63
54.75;19.35;-5.65;3.63
54.76;19.35;-5.63;3.63
54.77;19.35;-5.61;3.63
54.78;19.35;-5.59;3.63
54.79;19.35;-5.57;3.63
54.79;19.35;-5.56;3.63
54.8;19.35;-5.55;3.63
54.81;19.35;-5.55;3.63
54.82;19.35;-5.54;3.63
54.83;19.35;-5.54;3.63
54.84;19.35;-5.54;3.63
54.85;19.35;-5.54;3.62
54.86;19.35;-5.55;3.62
54.87;19.35;-5.55;3.62
54.88;19.35;-5.56;3.62
54.88;19.35;-5.57;3.61
54.89;19.35;-5.59;3.61
54.9;19.35;-5.6;3.6
54.91;19.35;-5.61;3.6
54.92;19.35;-5.63;3.59
54.93;19.35;-5.64;3.59
54.94;19.35;-5.65;3.58
54.95;19.35;-5.66;3.58
54.96;19.35;-5.67;3.58
54.97;19.35;-5.67;3.58
54.97;19.35;-5.67;3.58
54.98;19.35;-5.66;3.59
54.99;19.35;-5.66;3.6
55;19.35;-5.65;3.6
55.01;19.35;-5.65;3.61
55.02;19.35;-5.65;3.61
55.03;19.35;-5.65;3.61
55.04;19.35;-5.66;3.61
55.05;19.35;-5.67;3.6
55.06;19.35;-5.68;3.6
55.06;19.35;-5.69;3.6
55.07;19.35;-5.7;3.6
55.08;19.35;-5.71;3.59
55.09;19.35;-5.72;3.59
55.1;19.35;-5.73;3.59
55.11;19.35;-5.74;3.59
55.12;19.35;-5.74;3.59
55.13;19.35;-5.75;3.59
55.14;19.35;-5.76;3.59
55.15;19.35;-5.76;3.59
55.15;19.35;-5.76;3.59
55.16;19.35;-5.77;3.59
55.17;19.35;-5.77;3.59
55.18;19.35;-5.77;3.59
55.19;19.35;-5.77;3.6
55.2;19.35;-5.77;3.6
55.21;19.35;-5.77;3.6
55.22;19.35;-5.78;3.6
55.23;19.35;-5.78;3.6
55.24;19.35;-5.79;3.6
55.24;19.35;-5.8;3.6
55.25;19.35;-5.8;3.6
55.26;19.35;-5.81;3.6
55.27;19.35;-5.83;3.61
55.28;19.35;-5.84;3.61
55.29;19.35;-5.85;3.61
55.3;19.35;-5.87;3.61
55.31;19.35;-5.89;3.6
55.32;19.35;-5.91;3.6
55.33;19.35;-5.94;3.6
55.33;19.35;-5.97;3.6
55.34;19.35;-6;3.59
55.35;19.35;-6.05;3.57
55.36;19.35;-6.1;3.55
55.37;19.35;-6.16;3.51
55.38;19.35;-6.23;3.46
55.39;19.35;-6.31;3.39
55.4;19.35;-6.39;3.3
55.41;19.35;-6.48;3.17
55.42;19.35;-6.55;3.01
55.42;19.35;-6.6;2.79
55.43;19.35;-6.61;2.51
55.44;19.35;-6.51;2.15
55.45;19.35;-6.21;1.69
55.46;19.35;-5.52;1.12
54.37;19.37;-3.91;0.59
54.38;19.37;-8.99;1.34
54.39;19.37;-8.89;1.69
54.4;19.37;-8.7;2.03
54.41;19.37;-8.47;2.35
54.42;19.37;-8.24;2.63
54.43;19.37;-8;2.86
54.43;19.37;-7.77;3.05
54.44;19.37;-7.55;3.21
54.45;19.37;-7.35;3.33
54.46;19.37;-7.16;3.44
54.47;19.37;-7;3.52
54.48;19.37;-6.85;3.58
54.49;19.37;-6.73;3.62
54.5;19.37;-6.63;3.65
54.51;19.37;-6.54;3.66
54.52;19.37;-6.47;3.67
54.52;19.37;-6.4;3.68
54.53;19.37;-6.35;3.68
54.54;19.37;-6.3;3.67
54.55;19.37;-6.25;3.67
54.56;19.37;-6.21;3.67
54.57;19.37;-6.18;3.67
54.58;19.37;-6.14;3.66
54.59;19.37;-6.11;3.66
54.6;19.37;-6.08;3.66
54.61;19.37;-6.06;3.65
54.61;19.37;-6.03;3.65
54.62;19.37;-6.01;3.65
54.63;19.37;-5.98;3.65
54.64;19.37;-5.96;3.64
54.65;19.37;-5.94;3.64
54.66;19.37;-5.92;3.64
54.67;19.37;-5.9;3.63
54.68;19.37;-5.87;3.63
54.69;19.37;-5.85;3.63
54.7;19.37;-5.82;3.63
54.7;19.37;-5.79;3.64
54.71;19.37;-5.76;3.64
54.72;19.37;-5.73;3.64
54.73;19.37;-5.7;3.64
54.74;19.37;-5.67;3.65
54.75;19.37;-5.64;3.65
54.76;19.37;-5.62;3.65
54.77;19.37;-5.6;3.65
54.78;19.37;-5.58;3.65
54.79;19.37;-5.57;3.65
54.79;19.37;-5.56;3.65
54.8;19.37;-5.55;3.65
54.81;19.37;-5.54;3.64
54.82;19.37;-5.54;3.64
54.83;19.37;-5.53;3.64
54.84;19.37;-5.53;3.64
54.85;19.37;-5.53;3.64
54.86;19.37;-5.54;3.64
54.87;19.37;-5.54;3.64
54.88;19.37;-5.55;3.64
54.88;19.37;-5.56;3.63
54.89;19.37;-5.58;3.63
54.9;19.37;-5.59;3.62
54.91;19.37;-5.6;3.62
54.92;19.37;-5.62;3.61
54.93;19.37;-5.63;3.61
54.94;19.37;-5.65;3.6
54.95;19.37;-5.66;3.6
54.96;19.37;-5.67;3.59
54.97;19.37;-5.67;3.59
54.97;19.37;-5.67;3.6
54.98;19.37;-5.66;3.6
54.99;19.37;-5.65;3.61
55;19.37;-5.64;3.62
55.01;19.37;-5.64;3.62
55.02;19.37;-5.64;3.63
55.03;19.37;-5.64;3.63
55.04;19.37;-5.65;3.62
55.05;19.37;-5.65;3.62
55.06;19.37;-5.66;3.62
55.06;19.37;-5.68;3.62
55.07;19.37;-5.69;3.61
55.08;19.37;-5.7;3.61
55.09;19.37;-5.71;3.61
55.1;19.37;-5.72;3.61
55.11;19.37;-5.72;3.61
55.12;19.37;-5.73;3.61
55.13;19.37;-5.74;3.61
55.14;19.37;-5.74;3.61
55.15;19.37;-5.74;3.61
55.15;19.37;-5.75;3.61
55.16;19.37;-5.75;3.61
55.17;19.37;-5.75;3.61
55.18;19.37;-5.75;3.61
55.19;19.37;-5.75;3.62
55.2;19.37;-5.75;3.62
55.21;19.37;-5.75;3.62
55.22;19.37;-5.75;3.62
55.23;19.37;-5.76;3.63
55.24;19.37;-5.76;3.63
55.24;19.37;-5.77;3.63
55.25;19.37;-5.78;3.63
55.26;19.37;-5.79;3.63
55.27;19.37;-5.8;3.63
55.28;19.37;-5.81;3.63
55.29;19.37;-5.83;3.63
55.3;19.37;-5.84;3.63
55.31;19.37;-5.86;3.63
55.32;19.37;-5.89;3.62
55.33;19.37;-5.91;3.62
55.33;19.37;-5.94;3.62
55.34;19.37;-5.98;3.61
55.35;19.37;-6.02;3.59
55.36;19.37;-6.08;3.57
55.37;19.37;-6.14;3.53
55.38;19.37;-6.21;3.48
55.39;19.37;-6.29;3.41
55.4;19.37;-6.37;3.32
55.41;19.37;-6.46;3.19
55.42;19.37;-6.53;3.02
55.42;19.37;-6.59;2.81
55.43;19.37;-6.59;2.52
55.44;19.37;-6.5;2.16
55.45;19.37;-6.2;1.7
55.46;19.37;-5.51;1.13
54.38;19.38;-8.88;0.5
54.39;19.38;-8.84;1.31
54.4;19.38;-8.71;1.83
54.41;19.38;-8.51;2.22
54.42;19.38;-8.29;2.53
54.43;19.38;-8.06;2.78
54.43;19.38;-7.84;2.98
54.44;19.38;-7.62;3.15
54.45;19.38;-7.42;3.28
54.46;19.38;-7.23;3.39
54.47;19.38;-7.06;3.48
54.48;19.38;-6.9;3.55
54.49;19.38;-6.77;3.61
54.5;19.38;-6.66;3.64
54.51;19.38;-6.57;3.66
54.52;19.38;-6.49;3.67
54.52;19.38;-6.42;3.68
54.53;19.38;-6.36;3.68
54.54;19.38;-6.31;3.68
54.55;19.38;-6.26;3.68
54.56;19.38;-6.22;3.68
54.57;19.38;-6.18;3.68
54.58;19.38;-6.15;3.67
54.59;19.38;-6.11;3.67
54.6;19.38;-6.08;3.67
54.61;19.38;-6.05;3.67
54.61;19.38;-6.03;3.67
54.62;19.38;-6;3.66
54.63;19.38;-5.98;3.66
54.64;19.38;-5.96;3.66
54.65;19.38;-5.94;3.65
54.66;19.38;-5.92;3.65
54.67;19.38;-5.9;3.65
54.68;19.38;-5.88;3.64
54.69;19.38;-5.85;3.64
54.7;19.38;-5.82;3.64
54.7;19.38;-5.79;3.65
54.71;19.38;-5.76;3.65
54.72;19.38;-5.73;3.65
54.73;19.38;-5.7;3.66
54.74;19.38;-5.67;3.66
54.75;19.38;-5.64;3.66
54.76;19.38;-5.62;3.66
54.77;19.38;-5.6;3.66
54.78;19.38;-5.58;3.66
54.79;19.38;-5.57;3.66
54.79;19.38;-5.56;3.66
54.8;19.38;-5.55;3.66
54.81;19.38;-5.54;3.66
54.82;19.38;-5.53;3.65
54.83;19.38;-5.53;3.65
54.84;19.38;-5.53;3.65
54.85;19.38;-5.53;3.66
54.86;19.38;-5.53;3.65
54.87;19.38;-5.54;3.65
54.88;19.38;-5.54;3.65
54.88;19.38;-5.56;3.65
54.89;19.38;-5.57;3.64
54.9;19.38;-5.58;3.64
54.91;19.38;-5.6;3.63
54.92;19.38;-5.61;3.63
54.93;19.38;-5.63;3.62
54.94;19.38;-5.64;3.62
54.95;19.38;-5.65;3.61
54.96;19.38;-5.66;3.61
54.97;19.38;-5.67;3.61
54.97;19.38;-5.67;3.61
54.98;19.38;-5.66;3.61
54.99;19.38;-5.65;3.62
55;19.38;-5.64;3.63
55.01;19.38;-5.63;3.64
55.02;19.38;-5.63;3.64
55.03;19.38;-5.63;3.64
55.04;19.38;-5.64;3.64
55.05;19.38;-5.64;3.64
55.06;19.38;-5.65;3.63
55.06;19.38;-5.67;3.63
55.07;19.38;-5.68;3.63
55.08;19.38;-5.69;3.62
55.09;19.38;-5.7;3.62
55.1;19.38;-5.7;3.62
55.11;19.38;-5.71;3.62
55.12;19.38;-5.72;3.62
55.13;19.38;-5.72;3.62
55.14;19.38;-5.72;3.62
55.15;19.38;-5.73;3.62
55.15;19.38;-5.73;3.62
55.16;19.38;-5.73;3.62
55.17;19.38;-5.73;3.63
55.18;19.38;-5.73;3.63
55.19;19.38;-5.73;3.63
55.2;19.38;-5.73;3.63
55.21;19.38;-5.73;3.64
55.22;19.38;-5.73;3.64
55.23;19.38;-5.73;3.64
55.24;19.38;-5.74;3.64
55.24;19.38;-5.74;3.64
55.25;19.38;-5.75;3.64
55.26;19.38;-5.76;3.64
55.27;19.38;-5.77;3.64
55.28;19.38;-5.79;3.64
55.29;19.38;-5.8;3.64
55.3;19.38;-5.82;3.64
55.31;19.38;-5.84;3.64
55.32;19.38;-5.86;3.64
55.33;19.38;-5.89;3.63
55.33;19.38;-5.92;3.63
55.34;19.38;-5.96;3.62
55.35;19.38;-6;3.6
55.36;19.38;-6.05;3.58
55.37;19.38;-6.12;3.54
55.38;19.38;-6.19;3.49
55.39;19.38;-6.27;3.42
55.4;19.38;-6.35;3.33
55.41;19.38;-6.44;3.2
55.42;19.38;-6.52;3.04
55.42;19.38;-6.57;2.82
55.43;19.38;-6.58;2.53
55.44;19.38;-6.48;2.17
55.45;19.38;-6.19;1.71
55.46;19.38;-5.5;1.13
54.38;19.4;-8.03;0.38
54.39;19.4;-8.67;1.09
54.4;19.4;-8.67;1.66
54.41;19.4;-8.53;2.08
54.42;19.4;-8.33;2.42
54.43;19.4;-8.12;2.69
54.43;19.4;-7.9;2.91
54.44;19.4;-7.69;3.08
54.45;19.4;-7.49;3.23
54.46;19.4;-7.3;3.34
54.47;19.4;-7.13;3.44
54.48;19.4;-6.97;3.52
54.49;19.4;-6.83;3.58
54.5;19.4;-6.71;3.62
54.51;19.4;-6.61;3.65
54.52;19.4;-6.52;3.67
54.52;19.4;-6.45;3.68
54.53;19.4;-6.38;3.69
54.54;19.4;-6.32;3.69
54.55;19.4;-6.27;3.69
54.56;19.4;-6.23;3.69
54.57;19.4;-6.19;3.68
54.58;19.4;-6.15;3.68
54.59;19.4;-6.12;3.68
54.6;19.4;-6.09;3.68
54.61;19.4;-6.06;3.68
54.61;19.4;-6.03;3.68
54.62;19.4;-6.01;3.67
54.63;19.4;-5.99;3.67
54.64;19.4;-5.97;3.67
54.65;19.4;-5.95;3.66
54.66;19.4;-5.93;3.66
54.67;19.4;-5.91;3.65
54.68;19.4;-5.88;3.65
54.69;19.4;-5.86;3.65
54.7;19.4;-5.83;3.65
54.7;19.4;-5.8;3.65
54.71;19.4;-5.77;3.66
54.72;19.4;-5.74;3.66
54.73;19.4;-5.7;3.66
54.74;19.4;-5.67;3.67
54.75;19.4;-5.64;3.67
54.76;19.4;-5.62;3.67
54.77;19.4;-5.6;3.67
54.78;19.4;-5.58;3.67
54.79;19.4;-5.57;3.67
54.79;19.4;-5.56;3.67
54.8;19.4;-5.55;3.66
54.81;19.4;-5.54;3.66
54.82;19.4;-5.54;3.66
54.83;19.4;-5.53;3.66
54.84;19.4;-5.53;3.66
54.85;19.4;-5.53;3.66
54.86;19.4;-5.53;3.66
54.87;19.4;-5.54;3.66
